						
	연번	경로당 명	주  소	회원수	"경로당
개설일"	"비고
(휴지/휴지시작연도)"
	334	뚝섬중앙하이츠빌	서울시 성동구 상원길 47(성수1가2동, 뚝섬중앙하이츠빌아파트)	32	2004.11	
	335	뚝섬실버문화센터	서울시 성동구 성수이로 2(성수2가1동)	35	1989.06	
	336	중앙	서울시 성동구 둘레9길 8(성수2가1동)	42	1989.06	
	337	청구강변	서울시 성동구 둘레15길 7(성수2가1동, 청구강변아파트)	13	1999.07	
	338	한강한신(아)	서울시 성동구 성수이로 3(성수2가1동, 한강한신아파트)	35	2002.01	
	339	강변임광(아)	서울시 성동구 둘레19길 5(성수2가1동, 강변임광아파트)	26	2002.11	
	340	두산위브(아)	서울시 성동구 뚝섬로 434(성수2가1동, 두산위브아파트)	43	2006.12	
	341	신성노바빌(아)	서울시 성동구 뚝섬로13길 11(성수2가1동, 신성노바빌아파트)	31	2011.12	
	342	정안	서울시 성동구 뚝섬로17길 12(성수2가1동)	35	2012.06	
	343	강변현대(아)	서울시 성동구 둘레11길 1(성수2가1동)	29	2017.09	
	344	성삼	서울시 성동구 광나루로2길 35(성수2가3동)	39	1989.06	
	345	경동할머니	서울시 성동구 연무장3길 11(성수2가3동)	15	1989.06	
	346	경동 	서울시 성동구 연무장길 9-8(성수2가3동)	12	1989.06	
	347	금호2차(아)	서울시 성동구 연무장길 31-1(성수2가3동, 금호2차아파트)	39	1998.04	
	348	성수1차대우(아)	서울시 성동구 동일로 143(성수2가3동, 성수1차대우아파트)	34	1999.11	
	349	성수2차 우방(아)	서울시 성동구 성수일로10길 3(성수2가3동, 성수2차우방아파트)	22	2003.11	
	350	성수아이파크(아)	서울시 성동구 성수이로 137(성수2가3동, 성수아이파크아파트)	23	2004.02	
	351	성수롯데캐슬파크(아)	서울시 성동구 성수일로8길 47(성수2가3동, 성수롯데캐슬파크아파트)	19	2004.05	
	352	금강아미움	서울시 성동구 아차산로9길 34(성수2가3동, 금강에스쁘아아파트)	55	2005.08	
	353	성실	서울시 성동구 광나루로 240-17 반지층 2호	24	2019.03	
	354	송정동	서울시 성동구 송정길 93-2(송정동)	43	1989.06	
	355	송일	서울시 성동구 동일로43길 15-22(송정동)	50	1999.01	
	356	송정동건영(아)	서울시 성동구 동일로 263(송정동, 건영아파트)	20	2001.01	
	357	송정동아이파크	서울시 성동구 동일로 237(송정동, 송정동아이파크아파트)	34	2009.09	
	358	새말	서울시 동일로55가길 9(송정동)	20	2014.12	
	359	용답 1	서울시 성동구 용답중앙길 89-1(용답동)	25	1989.06	
	360	용답 2	서울시 성동구 용답중앙길 49(용답동)	40	1998.06	
	361	중앙하이츠(아)	서울시 성동구 용답중앙27길 10(용답동, 중앙하이츠아파트)	22	2000.08	
	362	중곡1동 제1	광진구 긴고랑로5길 10(중곡동, 중곡1동 제1경로당)	36	1994.06 	
	363	중곡1동 제2	광진구 긴고랑로8길 51(중곡동, 중곡1동 제2경로당)	47	2003.09 	
	364	한마음	광진구 긴고랑로22길 39-4(중곡동, 한마음경로당)	46	1989.06 	
	365	장수	광진구 긴고랑로31길 44(중곡동, 장수경로당)	26	2006.11 	
	366	용마	광진구 용마산로31길 38-8 (중곡동, 용마경로당)	43	1989.06 	
	367	중곡3동	광진구 동일로80길 20 (중곡동, 중곡3동 경로당)	46	1998.08 	
	368	중곡4동	광진구 긴고랑로39길 57 (중곡동, 중곡4동 경로당)	42	1994.05 	
	369	용곡	광진구 용마산28길 31 (중곡동, 용곡경로당)	36	1995.02 	
	370	대원	광진구 긴고랑로36길 57-27 (중곡동, 대원경로당)	51	1998.02 	
	371	신향빌라	광진구 용마산로24길 13 (중곡동, 신향빌라 경로당)	15	1995.05 	
	372	능동	광진구 천호대로112길 70 (능동, 능동경로당)	62	1989.06 	
	373	구의	광진구 광나루로40길 6 (구의동, 구의경로당)	54	1989.06 	
	374	명성	광진구 자양로26길 20-5 (구의동, 명성경로당)	72	2003.08 	
	375	구의1동제2	광진구 광나루로30가길 27 (구의동, 구의1동 제2경로당)	98	1998.11 	
	376	구의새한	광진구 자양로26길 71 (구의동, 새한아파트 경로당)	14	2001.02 	
	377	아차산	광진구 자양로47길 9-4 (구의동, 아차산경로당)	37	1994.05 	
	378	소능	광진구 자양로37길 85 (구의동, 소능경로당)	62	1999.01 	
	379	구의2동	광진구 자양로38길 17-5 (구의동, 구의2동 경로당)	44	1994.05 	
	380	래미안파크스위트	광진구 광나루로 545(구의동, 래미안파트스위트)	61	2019.07.	
	381	구의새마을	광진구 구의강변로3길 39 (구의동, 구의새마을 경로당)	27	1994.07 	
	382	산의마을	광진구 아차산로63길 21 (구의동, 산의마을 경로당)	54	2003.09 	
	383	강변우성	광진구 구의강변로42 (구의동, 강변우성아파트 경로당)	38	1994.10 	
	384	구의현대2차	광진구 광나루로56길 32 (구의동, 현대2차아파트 경로당)	21	1994.07 	
	385	구의현대6차	광진구 구의강변로94 (구의동, 현대6차아파트 경로당)	15	1995.02 	
	386	구의현대7차	광진구 구의강변로3가길 39 (구의동 현대7차아파트 경로당)	43	1998.06 	
	387	구의현대프라임	광진구 광나루로56길 29 (구의동, 현대프라임아파트 경로당)	63	1998.01 	
	388	세양	광진구 구의강변로84 (구의동, 세양아파트 경로당)	23	2004.04.	
	389	구의대림아크로리버	광진구 구의강변로 64 (구의동, 구의대림아크로리버경로당)	31	2017.05.	
	390	국가유공자	광진구 아차산로 630, 2층(광장동, 보훈회관)	49	1992.07 	
	391	광장	광진구 아차산로73길 15 (광장동, 광장제1경로당)	51	1990.08 	
	392	광장제2	광진구 아차산로78길 67 (광장동, 광장제2경로당)	36	2001.09 	
	393	광나루현대	광진구 아차산로76길 31 (광장동, 광나루현대아파트 경로당)	19	1996.09 	
	394	광장극동1차	광진구 아차산로 552 (광장동, 극동1차아파트 경로당)	15	2002.02 	
	395	광장극동2차	광진구 아차산로 552 (광장동, 극동2차아파트 경로당)	16	1989.06 	
	396	광장현대3차	광진구 아차산로70길 62 (광장동, 현대3차아파트 경로당)	26	1991.08 	
	397	광장현대5차	광진구 아차산로70길 61 (광장동, 광장현대5차아파트 경로당)	28	1990.03 	
	398	광장현대8차	광진구 아차산로 522 (광장동, 현대8차아파트 경로당)	31	1995.08 	
	399	광장현대9차	광진구 아차산로69길 19(광장동, 현대9차아파트 경로당)	25	2000.03 	
	400	광장현대10차	광진구 아차산로549 (광장동, 현대파크빌아파트 경로당)	23	2001.05 	
	401	광장현대11차	광진구 아차산로69길 29 (광장동, 현대11차APT 경로당)	19	2004.08.	
	402	광장현대12차	광진구 천호대로808 (광장동, 현대12차APT 경로당)	10	2005.05.	
	403	광장삼성	광진구 아차산로 544 (광장동, 삼성아파트 경로당)	16	1994.08 	
	404	광장청구	광진구 아차산로 503-23 (광장동, 청구아파트 경로당)	28	1997.01 	
	405	워커힐	광진구 아차산로 635 (한수상가, 워커힐아파트 경로당)	47	1995.07 	
	406	워커힐푸르지오	광진구 아차산로78길 10 (광장동 워커힐일신아파트 경로당)	4	1989.06 	
	407	금호	광진구 광나루로579 (광장동, 금호베스트빌아파트 경로당)	44	2002.05 	
	408	신동아파밀리에	광진구 아차산로 599 (광장동, 신동아파밀리에아파트 경로당)	32	2007.11.	
	409	유천빌라	광진구 광장로 63, (광장동, 유천빌라경로당)	48	1984.03.	
	410	힐스테이트	광진구 아차산로 537-17 (광장동, 광장힐스테이트(아) 경로당)	38	2016.01.	
	411	자양1동	광진구 아차산로40길 46 (자양동, 자양1동 경로당)	32	1989.06 	
	412	중앙	광진구 뚝섬로57가길 48-3, 1층(자양동, 중앙경로당)	35	1998.03 	
	413	자마장	광진구 자양로13길 37 (자양동, 자마장 경로당)	44	2005.04.	
	414	청아	광진구 자양로19길 70 (자양동, 청아경로당)	24	1989.06 	
	415	래미안시니어클럽	광진구 아차산로345 101동, 5층(자양동, 래미안시니어클럽 경로당)	20	2019.05.	
	416	자양2동제1	광진구 뚝섬로56길 28 (자양동, 자양2동 제1경로당)	41	1995.05 	
	417	자양2동제2	광진구 뚝섬로62길 17 (자양동, 자양2동 제2경로당)	22	1993.07 	
	418	유수지	광진구 뚝섬로48길 46 (자양동, 유수지 경로당)	41	2015.02.	
	419	자양한양	광진구 구의강변로 11 (자양동, 한양아파트 경로당)	17	1989.06 	
	420	자양2현대2차	광진구 뚝섬로56길 72 (자양동, 현대2차아파트 경로당)	19	1993.08 	
	421	자양2현대3차	광진구 뚝섬로56길 10 (자양동, 현대3차아파트 경로당)	13	1995.10 	
	422	로얄동아	광진구 뚝섬로52마길 56 (자양동, 로얄동아아파트 경로당)	31	1998.03 	
	423	현대강변	광진구 자양로3가길 43 (자양동, 현대강변아파트 경로당)	42	1998.03 	
	424	경남아너스빌	광진구 자양로3길 49 (자양동, 경남아너스빌아파트 경로당)	21	1998.04 	
	425	자양경남	광진구 뚝섬로52길 71 (자양동, 경남아파트 경로당)	29	1999.09 	
	426	한솔리베르	광진구 뚝섬로56가길 28 (자양동, 한솔리베르아파트 경로당)	35	2006.05.	
	427	신양	광진구 뚝섬로 543 (자양동, 신양경로당)	15	1989.06 	
	428	자양3동	광진구 자양번영로3길 16 (자양동, 자양3동 경로당)	23	1989.06 	
	429	마실	광진구 자양번영로7길 16-9(자양동, 마실 경로당)	42	2019.04.	
	430	우성1차	광진구 뚝섬로 569 (자양동, 우성1차아파트 경로당)	32	1989.06 	
	431	우성2차	광진구 뚝섬로 576 (자양동, 우성2차아파트 경로당)	22	1989.06 	
	432	우성3차	광진구 뚝섬로35길 32 (자양동, 우성3차아파트 경로당)	15	1990.06 	
	433	우성7차	광진구 아차산로36길 39 (자양동, 우성7차아파트 경로당)	16	1998.08 	
	434	자양현대2차	광진구 뚝섬로34길 9 (자양동, 자양2차현대아파트 경로당)	96	2000.03 	
	435	자양현대8차	광진구 뚝섬로36길 19 (자양동, 자양8차현대홈타운 아파트 경로당)	22	2002.05 	
	436	자양현대9차	광진구 뚝섬로34길 32 (자양동, 현대9차아파트 경로당)	30	2002.09.	
	437	자양현대10차	광진구 뚝섬로34길 25-19 (자양동, 현대10차아파트 경로당)	14	2003.09 	
	438	자양삼성	광진구 자양번영로3길 65 (자양동, 삼성아파트 경로당)	19	1999.10 	
	439	한라	광진구 뚝섬로33길 20 (자양동, 한라아파트 경로당)	111	1997.05 	
	440	우방리버파크(아)	광진구 능동로4길 78 (자양동, 우방리버파크아파트 경로당)	18	2004.08.	
	441	이튼타워리버3차	광진구 능동로 18 (자양동, 이튼타워리버3차아파트 경로당)	56	2009.10.	
	442	더샵스타시티	광진구 아차산로 262 (자양동, 더샵스타시티아파트 경로당)	24	2008.00 	
	443	자양4동 제2	광진구 동일로2길 17 (자양동, 자양4동제2경로당)	72	1994.06 	
	444	자양4동 제4	광진구 뚝섬로30가길 18 (자양동, 자양4동 제4경로당)	119	2000.01 	
	445	노유산	광진구 동일로10가길 15-2(자양동, 노유산경로당)	44	1989.06 	
	446	공동작업장특화	광진구 뚝섬로22가길 25 (자양동, 공동작업장특화경로당)	11	1971.12.	
	447	대동	광진구 뚝섬로31길 11 (자양동, 대동아파트 경로당)	54	1999.05 	
	448	꿈에그린	광진구 뚝섬로24길 74, (자양동, 한화꿈에그린아파트 경로당)	32	2008.02.	
	449	한강우성	광진구 능동로1길 15 (자양동, 한강우성아파트 경로당)	13	1995.02 	
	450	화양	광진구 능동로17길 39 (화양동, 화양동경로당)	24	1989.06 	
	451	모진동	광진구 광나루로24길 53 (화양동, 모진동경로당)	22	1995.05 	
	452	화양동 현대	광진구 동일로24길 5 (화양동, 현대아파트 경로당)	33	2002.10.	
	453	군자	광진구 동일로52길 27 (군자동, 군자경로당)	98	1994.06 	
	454	양마	광진구 동일로42길 2 (군자동, 양마경로당)	57	1989.06 	
	455	양마제2	광진구 군자로13길 35 (군자동, 양마제2 경로당)	52	2007.05.	
	456	일성파크	광진구 군자로12길 46 (군자동, 일성파크아파트 경로당)	17	1996.11 	
	457	동부경로당	서울특별시 동대문구 천호대로45길 57 (용신동) 1층	34	2000.09	
	458	명성경로당	서울특별시 동대문구 무학로28길 22-2 (용신동) 3층	32	2006.01	
	459	신설동경로당	서울특별시 동대문구 하정로2길 10 (용신동)	58	2001.01	
	460	신일경로당	서울특별시 동대문구 무학로20길 3-2 (용신동)	40	1966.07	
	461	용두경로당	서울특별시 동대문구 한빛로 56-10 (용신동) 2층	34	1998.05	
	462	래미안용두1차아파트경로당	서울특별시 동대문구 고산자로29길 18 (용신동)	52	2010.07	
	463	래미안허브리츠아파트경로당	서울특별시 동대문구 정릉천동로 36 (용신동)	70	2010.07	
	464	롯데캐슬피렌체아파트경로당	서울특별시 동대문구 정릉천동로 58 (용신동)	32	2009.04	
	465	신동아아파트경로당	서울특별시 동대문구 무학로26길 30 (용신동)	43	1993.12	
	466	용두두산위브아파트경로당	서울특별시 동대문구 정릉천동로 16 (용신동)	41	2009.07	
	467	용두롯데캐슬리치아파트경로당	서울특별시 동대문구 한빛로 73, 103동 1층 (용신동)	41	2015.11	
	468	만수경로당	서울특별시 동대문구 약령시로5길 22 (제기동)	63	2000.08	
	469	방아다리경로당	서울특별시 동대문구 약령시로9길 75 (제기동)	47	1957.05	
	470	섬마을경로당	서울특별시 동대문구 고산자로62길 32 (제기동)	62	2000.02	
	471	제기경로당	서울특별시 동대문구 경동시장로23길 14 (제기동)	70	1976.03	
	472	행복마을경로당	서울특별시 동대문구 고산자로56길 53 (제기동)	45	2015.09	
	473	안암골벽산아파트경로당	서울특별시 동대문구 약령시로 25 (제기동)	49	2003.08	
	474	이수아파트경로당	서울특별시 동대문구 왕산로23길 89 (제기동)	42	2006.05	
	475	제기한신제2경로당	서울특별시 동대문구 회기로8길 20 (제기동)	35	2001.06	
	476	제기한신아파트경로당	서울특별시 동대문구 고산자로 534 (제기동)	61	2011.01	
	477	현대아파트경로당	서울특별시 동대문구 정릉천동로 90 (제기동)	63	2007.11	
	478	전농1동경로당	서울특별시 동대문구 전농로27길 81 (전농동)	39	1998.11	
	479	창방경로당	서울특별시 동대문구 답십리로23길 70-6 (전농동)	53	2010.10	
	480	청송경로당	서울특별시 동대문구 전농로17길 19-8 (전농동)	41	1996.09	
	481	화목경로당	서울특별시 동대문구 전농로31길 33 (전농동)	75	2001.12	
	482	래미안크레시티1단지아파트경로당	서울특별시 동대문구 사가정로 65 (전농동, 1단지내)	0	2015.11	휴지/2018
	483	래미안크레시티2단지아파트경로당	서울특별시 동대문구 사가정로 65 (전농동, 2단지내)	57	2015.11	
	484	래미안크레시티3단지아파트경로당	서울특별시 동대문구 사가정로 65 (전농동, 3단지내)	71	2015.11	
	485	롯데캐슬노블레스경로당	서울특별시 동대문구 답십리로23길 30 (전농동)	31	2019.09	
	486	신성미소지움아파트경로당	서울특별시 동대문구 서울시립대로 75 (전농동)	51	2006.09	
	487	전농동아아파트경로당	서울특별시 동대문구 서울시립대로 31 (전농동)	47	1999.05	
	488	전농동아아파트제2경로당	서울특별시 동대문구 서울시립대로 31 (전농동)	51	1998.04	
	489	배봉경로당	서울특별시 동대문구 사가정로15길 38-2 (전농동)	41	1980	
	490	성너머경로당	서울특별시 동대문구 사가정로 187 (전농동)	46	1993.03	
	491	우성아파트경로당	서울특별시 동대문구 사가정로 190 (전농동)	55	1991	
	492	삼성래미안아파트경로당	서울특별시 동대문구 전농로 192 (전농동)	50	2001.02	
	493	삼성래미안아파트제2경로당	서울특별시 동대문구 전농로 190 (전농동)	47	2001.07	
	494	SK아파트경로당	서울특별시 동대문구 사가정로 148 (전농동)	95	2001.04	
	495	SK아파트제2경로당	서울특별시 동대문구 전농로 10길 111 (전농동)	51	2001.06	
	496	래미안아름숲아파트경로당	서울특별시 동대문구 전농로16길 51 (전농동)	26	2011.07	
	497	래미안아름숲제2경로당	서울특별시 동대문구 전농로16길 51 (전농동)	27	2013.12	
	498	답십리3동경로당	서울특별시 동대문구 황물로 30 (답십리동)	72	1993.01	
	499	쌈지공원경로당	서울특별시 동대문구 천호대로75길 57 (답십리동)	48	2001.12	
	500	답십리래미안위브아파트경로당	서울특별시 동대문구 답십리로 130, 108동 지하1층 (답십리동)	61	2015.08	
