						
	연번	경로당 명	주  소	회원수	"경로당
개설일"	"비고
(휴지/휴지시작연도)"
	2621	SH-VilleA	노량진로22길 60	20	2007-05-25	
	2622	신동아A	매봉로 134	41	1998-12-02	
	2623	한강쌍용A	노량진로24길 2	25	2001-05-14	
	2624	한신휴플러스A	매봉로 99	26	2005-05-18	
	2625	한신휴플러스A101동	매봉로 99	33	2005-11-02	
	2626	극동강변A	매봉로 156	22	2006-05-19	
	2627	본동삼성래미안A	매봉로 123	40	2005-09-26	
	2628	경동A	노량진로32길 156	20	2005-01-11	
	2629	래미안트윈파크A	노량진로23가길 23	40	2012-06-27	
	2630	한강형인A	만양로36	32	2014-01-07	
	2631	백로	장승배기로17길 26	35	1978-12-01	
	2632	백송	노량진로6길 50-14	62	1997-11-27	
	2633	상도1동	상도로38길 86	40	1987-09-01	
	2634	터널	매봉로 36	30	1987-01-23	
	2635	한마음	만양로4길 38	47	2002-07-04	
	2636	고경	상도로53가길 16	53	1983-05-12	
	2637	청송	상도로52길 23	57	1998-11-04	
	2638	SH-VilleA	상도로53길 70	43	2007-05-08	
	2639	삼환나우빌A	상도로55길 25	29	2007-09-05	
	2640	현대A	사당로2길 2-32	27	1992-05-28	
	2641	삼호A	상도로 407	24	1997-03-24	
	2642	대림A	상도로60길 20	21	1995-01-09	
	2643	래미안상도2차A	상도로55길 47	40	2004-05-06	
	2644	래미안상도3차A	상도로53길 8	39	2005-11-02	
	2645	중앙하이츠A	상도로 320	33	2004-05-06	
	2646	힐스테이트 상도 센트럴파크(엠코)	상도로 346-1	30	2013-05-30	
	2647	상도엠코타운애스톤파크	상도로 346-2	45	2014-07-03	
	2648	상도패리스	상도로47바길40	35	2014-10-01	
	2649	장수	장승배기로9나길20	38	1972-01-10	
	2650	상도2동	양녕로36길 13	43	1968-03-03	
	2651	낙원	상도로30길 73	46	1986-11-22	
	2652	건영A	만양로 26	35	1998-09-30	
	2653	아이파크A	장승배기로 26	37	2004-12-07	
	2654	상도래미안1차A	등용로 37	43	2003-06-25	
	2655	상도래미안1차A108동	등용로 37	58	2004-06-10	
	2656	상도더샵A	장승배기로10길 130	34	2008-06-03	
	2657	브라운스톤상도A	상도로31길 19	21	2010-07-02	
	2658	동원베네스트A	상도로34길 42	35	2010-11-11	
	2659	이편한세상 상도노빌리티A	만양로 6	63	2019-04-16	
	2660	성대	상도로13길 16	60	1977-05-01	
	2661	상도3동	국사봉1길 221-10	41	1986-05-20	
	2662	갑을명가1차A	국사봉길 178	52	2007-06-11	
	2663	갑을명가2차A	국사봉길 175	28	2007-06-11	
	2664	쌍용스윗닷홈A	상도로 107	65	2004-06-18	
	2665	송학(상4)	양녕로27길 41	58	1975-09-02	
	2666	약수	양녕로30길 5, 1-7호	52	1987-01-21	
	2667	성대골	성대로10나길 1-4	54	1996-11-29	
	2668	경향렉스빌A	양녕로23길 9	36	2003-03-20	
	2669	동아A	양녕로23길 43	25	2012-07-13	
	2670	상도4동	양녕로22바길 74	65	2013-11-07	
	2671	흑석	서달로13길 17	81	1969-07-15	
	2672	달마	서달로 54-15	26	1989-02-15	
	2673	송림	서달로2길 29	77	1980-08-18	
	2674	번영(흑석3동)	서달로10다길 29	55	1993	
	2675	비개(흑석2동)	현충로12길 106-8	60	1987-10-30	
	2676	우리유앤미A	서달로 83	43	2004-11-01	
	2677	동양A	서달로1길 17	56	2005-07-20	
	2678	명수대현대A	현충로 119	34	1989-05-01	
	2679	한강현대A	현충로 151	41	1989-03-29	
	2680	해피	서달로10길 64	48	2012-02-08	
	2681	흑석한강센트레빌2차A	서달로91	33	2013-08-22	
	2682	흑석한강센트레빌1차	흑석한강로12	35	2014-05-08	
	2683	흑석한강푸르지오A	흑석한강로27	45	2013-08-29	
	2684	아크로리버하임아파트 타워동	현충로52	35	2019-09-11	
	2685	롯데캐슬에듀포레A	서달로 123	32	2020-06-01	
	2686	송학	동작대로9가길24-4	59	1998-09-21	
	2687	사당1동	사당로20길 132	54	1985-05-13	
	2688	르메이에르A	사당로20길 119	33	2002-06-24	
	2689	남성	동작대로25길 48	50	1996-05-15	
	2690	우성2단지A	동작대로29길 91	49	1994-04-02	
	2691	우성3단지A	동작대로29길 115	31	1994-04-26	
	2692	극동A	동작대로29길 119	40	1994-04-26	
	2693	배나무골	동작대로29바길 3	94	1997-05-07	
	2694	신동아4차A	동작대로29길 110	40	1994-09-23	
	2695	신동아5차A	동작대로29길 118	55	2000-03-29	
	2696	이수교KCC스위첸A	동작대로45길 22	25	2011-08-03	
	2697	동작동금강KCC A	동작대로39가길 55	46	2012-07-10	
	2698	이수힐스테이트 A	동작대로39길 22	34	2016-05-02	
	2699	삼성A	동작대로35아길 14	41	2017-02-02	
	2700	삼익	사당로27길 190	58	2003-07-09	
	2701	학수	 사당로27길 215	27	2011-10-19	
	2702	삼화	사당로13길 42	40	1982-09-13	
	2703	삼일공원	사당로23길 93	25	1990-12-21	
	2704	경남아너스빌A(대아A)	사당로9가길 82	25	1997-08-02	
	2705	사당롯데캐슬2차	사당로27길 181	24	2005-06-02	
	2706	동작삼성래미안A	사당로23바길 9	34	2003-08-27	
	2707	대림A	사당로23길 137	45	1996-12-13	
	2708	현대A	사당로17길 111	56	1999-01-05	
	2709	사당두산위브트레지움A	사당로13길 31	56	2012-07-02	
	2710	이수역리가A	사당로27길 130	44	2018-06-20	
	2711	래미안로이파크A	사당로23길112	50	2019.01.11	
	2712	사당4동	사당로16라길 9	66	1981-07-07	
	2713	신남성	사당로16길 56	46	2002-11-07	
	2714	사당KCC A	사당로20나길 57	39	2008-01-15	
	2715	삼익그린뷰A	남부순환로255길 21	30	2004-02-13	
	2716	휴먼시아A	사당로16길 96	39	2009-08-04	
	2717	진흥A	사당로16아길 43	38	2009-03-12	
	2718	사당5동	사당로6길 3-8	36	1995-07-01	
	2719	사당자이A	사당로2가길 102	38	2000-08-04	
	2720	제일A	사당로16다길 57	29	1987-05-08	
	2721	남해오네뜨A	사당로2가길 173	29	2006-03-17	
	2722	삼호그린A	사당로2가길 188	40	2009-08-21	
	2723	북대방	여의대방로54길 24	37	1989-02-27	
	2724	대방중앙	여의대방로24라길 4	42	1984-04-20	
	2725	코오롱하늘채A	여의대방로24다길 40	64	2006-01-25	
	2726	대방	여의대방로36길 99	45	1978-04-10	
	2727	경남아너스빌A	여의대방로54길 6	38	2006-09-15	
	2728	주공1단지A	여의대방로44길 47	41	1995-10-31	
	2729	주공2단지A	여의대방로44길 47	22	1996-01-23	
	2730	현대1차A	등용로 127	31	1995-11-28	
	2731	현대2차A	알마타길 58	48	2000-07-20	
	2732	성원A	여의대방로 256	22	1996-05-16	
	2733	우정A	여의대방로62길 23	36	1999-06-30	
	2734	신일해피트리A	여의대방로62길 7	21	2008-11-24	
	2735	대림A	여의대방로44길 10	31	1994-05-30	
	2736	대방1차e편한세상A	알마타길 37	28	2004-04-22	
	2737	대방2차e편한세상A	알마타길 53	46	2004-08-30	
	2738	신대방1동	신대방1길 18	81	1987-11-12	
	2739	경남A	신대방길 85	62	2003-08-06	
	2740	현진에버빌A	신대방1나길 45	43	2004-07-27	
	2741	우성1차A	여의대방로 22	33	1996-11-05	
	2742	우성2차A	여의대방로 8	60	2000-01-10	
	2743	현대A	여의대방로 28	23	1996-08-07	
	2744	경남교수A	여의대방로10길 14	43	2002-03-11	
	2745	보라매롯데낙천대A	여의대방로10길 38	25	2004-05-14	
	2746	동작상떼빌A	신대방1가길 38	25	2007-07-27	
	2747	숲속마을신동아파밀리에	여의대방로10길 100	26	2006-05-15	
	2748	신대방2동	여의대방로24가길 2	97	1983-12-15	
	2749	한성A	여의대방로10길 13	27	1998-12-16	
	2750	보라매파크빌A	여의대방로10길 59	39	2002-12-03	
	2751	보라매e편한세상A	보라매로 70	38	2011-06-17	
	2752	신대방벽산A	여의대방로22길 24	40	2013-03-26	
	2753	보라매	서울특별시 관악구 봉천로21길 35(봉천동 662-109)	 49 	2007.09.25	
	2754	당곡	서울특별시 관악구 당곡6길 37(봉천동 717-17)	 56 	2016.01.27	
	2755	보라매삼성(아)	서울특별시 관악구 보라매로 62(봉천동 1698-1)	 63 	1996. 4.25	
	2756	국사봉	서울특별시 관악구 은천로15길 13-2(봉천동 622-70)	 48 	1989.02.27	
	2757	국지	서울특별시 관악구 국회단지21길 14(봉천동 635-68)	 50 	2011.04.01.	
	2758	은천	서울특별시 관악구 봉천로27길 45(봉천동 936-6)	 42 	1987.10.27	
	2759	벽산블루밍(아)1단지	서울특별시 관악구 은천로 93, 1단지(봉천동 1718)	 29 	2005.06.30	
	2760	벽산블루밍(아)2단지	서울특별시 관악구 은천로 93, 2단지(봉천동 1718)	 23 	2005.06.30	
	2761	벽산블루밍(아)3단지	서울특별시 관악구 양녕로 117(봉천동 1718-1)	 39 	2005.06.30	
	2762	두산(아)1단지	서울특별시 관악구 봉천로 387(봉천동 1708)	 35 	2000.12.28	
	2763	두산(아)2단지	서울특별시 관악구 은천로 86(봉천동 1708-1)	 43 	2000.12.28	
	2764	두산(아)임대3단지	서울특별시 관악구 양녕로 31(봉천동 1708-2)	 45 	2000.12.28	
	2765	벽산블루밍3차(아)	서울특별시 관악구 은천로15길 24(봉천동 1720)	 19 	2004.12.20	
	2766	구암	서울특별시 관악구 은천로23길 19(봉천동 480-111)	 56 	1977.08.15	
	2767	성현	서울특별시 관악구 은천로35길 40-3(봉천동 41-34)	 54 	2006.03.17	
	2768	관악동부센트레빌(아)	서울특별시 관악구 은천로33길 5(봉천동 1719)	 36 	2004. 5.28	
	2769	관악드림타운(아)	서울특별시 관악구 성현로 80(봉천동 1712)	 91 	2003. 9. 6	
	2770	관악드림타운2단지(아)	서울특별시 관악구 구암길 106(봉천동 1712-1)	 132 	2003. 9. 6	
	2771	성현동아(아)2단지	서울특별시 관악구 관악로37길 56(봉천동 1703-1)	 40 	2000.05.09.	
	2772	성현동아(아)1단지	서울특별시 관악구 관악로 285, 107동 앞(봉천동 1703)	 38 	2000.05.09.	
	2773	봉천벽산(아)2차	서울특별시 관악구 구암5가길 49(봉천동 1716)	 34 	2003. 6.12	
	2774	장수	서울특별시 관악구 양녕로6다길 11-4(봉천동 1512-9)	 25 	1982.10.09	
	2775	중앙	서울특별시 관악구 은천로26길 14(봉천동 457-208)	 35 	1999.05.07	
	2776	신봉(아)	서울특별시 관악구 양녕로6나길 18(봉천동 1705)	 32 	                       	
	2777	청림	서울특별시 관악구 청림2길 37(봉천동 15-41)	 30 	1973.12.31	
	2778	관악푸르지오삼오	서울특별시 관악구 청림5길 28, 201동(봉천동 1717-1)	 27 	2004.08.26	
	2779	관악현대(아)	서울특별시 관악구 관악로 304(봉천동 1000)	 50 	1992.04.27	
	2780	만수	서울특별시 관악구 청림1길 9-1, 호광연립 201호(봉천동9-5)	 20 	1987.01.27	
	2781	푸르지오(아)	서울특별시 관악구 관악로30길 27(봉천동 1717)	 107 	2004.08.26	
	2782	신창	서울특별시 관악구 행운1길 12(봉천동1675-12, 1678-1)	 31 	2010.11.01.	
	2783	원당	서울특별시 관악구 남부순환로247다길 60(봉천동 148-145)	 23 	2010.1.30	
	2784	행운	서울특별시 관악구 행운9길 34(봉천동1724-2)	 23 	2006.02.15	
	2785	봉천우성(아) 109,110동	서울특별시 관악구 관악로30길 40(봉천동 1706-1)	 27 	2000.12.13	
	2786	봉천우성(아)	서울특별시 관악구 관악로30길 12(봉천동 1706)	 28 	2000.12.13	
	2787	월드	서울특별시 관악구 관악로28길 80(봉천동 1724)	 42 	2005.12.02	
	2788	관악파크푸르지오(아)	서울특별시 관악구 행운10길 21(봉천동 1728)	 29 	2015.02.13	
	2789	송현	서울특별시 관악구 장군봉1길 45-6(봉천동 927-22)	 32 	1999.03.31	
	2790	일선	서울특별시 관악구 쑥고개로26길 24(봉천동1587-7)	 52 	1986.10.04	
	2791	갑을(아)	서울특별시 관악구 관악로5길 42(봉천동 1700)	 21 	1998. 9.23	
	2792	건영6차(아)	서울특별시 관악구 관악로 133(봉천동 1701)	 20 	1999. 5.17	
	2793	삼성(아)	서울특별시 관악구 관악로 125(봉천동 1591-2)	 22 	1999.10.28	
	2794	서울대입구아이원(아)	서울특별시 관악구 청룡길 78(봉천동 1560-61)	 22 	2006.11.30	
	2795	덕진	서울특별시 관악구 남부순환로234길 37(봉천동 1621-23)	 41 	2019.12.04.	
	2796	백설	서울특별시 관악구 관악로6길 50(봉천동 1606-11)	 37 	1985.05.04	
	2797	인헌(아)	서울특별시 관악구 낙성대로15길 66(봉천동 1725)	 29 	1998.10.22	
	2798	덕양	서울특별시 관악구 인헌4길 20(봉천동 1637-13)	 50 	1993.04.15	
	2799	밤골	서울특별시 관악구 인헌3가길 8(봉천동 1642-4)	 35 	1986.10.20	
	2800	인헌	서울특별시 관악구 낙성대역3길 6-6(봉천동 1709-5)	 31 	1997.09.05	
	2801	낙성대현대(아)	서울특별시 관악구 남부순환로248길 56(봉천동 181-6)	 30 	1993.04.15	
	2802	은천2단지(아)	서울특별시 관악구 인헌12길 46-1(봉천동 1707-1)	 23 	2000.09.18	
	2803	반석푸른숲(아)	서울특별시 관악구 인헌16다길 14, 301동(봉천동 1723)	 34 	2006.05.19	
	2804	관수	서울특별시 관악구 승방3나길 14(남현동 602-196)	 20 	1985.05.04	
	2805	예촌	서울특별시 관악구 남현길 41(남현동 1083-1)	 69 	2014.01.31	
	2806	관악정	서울특별시 관악구 과천대로 851(남현동 산100-14)	 19 	1978.12.01	휴지/2020.2월
	2807	새들	서울특별시 관악구 관천로20길 43(신림동 1451-8)	 61 	2009.05.18	
	2808	색동	서울특별시 관악구 신림로70길 74(신림동 1418-1)	 30 	2008.10.	
	2809	보라매갑을(아)	서울특별시 관악구  관천로24길 3(신림동1718)	 39 	2003.12.31	
	2810	신사	서울특별시 관악구 조원로 151-1(신림동 480-21)	 85 	2003.10.24	
	2811	신림우방(아)	서울특별시 관악구  관천로27길 2(신림동 1715)	 29 	1999.11.30	
	2812	강남	서울특별시 관악구 조원로4길 24(신림동 1657-3)	 41 	1997.04.23	
	2813	조원	서울특별시 관악구 조원로 48(신림동 560-6)	 25 	1984.09.26	
	2814	신도브래뉴(아)	서울특별시 관악구  조원로16길 12(신림동 1723)	 25 	2003. 4.14	
	2815	조원(아)	서울특별시 관악구  조원로11길 24(신림동 1719)	 28 	2003. 6.13	
	2816	미성	서울특별시 관악구 난곡로58길 11(신림동 1566-35)	 23 	1992.04.28	
	2817	삼성	서울특별시 관악구 난곡로63가길 47(신림동 1476-33)	 48 	1993.05.18	
	2818	약수	서울특별시 관악구 미성길 123(신림동 733)	 25 	2013.12.02	
	2819	하난곡	서울특별시 관악구 난우10가길 20-7(신림동 597-96)	 21 	1992.11.16	
	2820	건영1차(아)	서울특별시 관악구 문성로 74(신림동 746-43)	 23 	1984.10.08	
	2821	라이프(아)	서울특별시 관악구 문성로 86(신림동 1700)	 - 	1996.03.27	휴지/2017.10월
	2822	신림동부센트레빌(아)	서울특별시 관악구 미성3길 16(신림동 1734)	 20 	2006.04.24	
	2823	신림쌍용(아)	서울특별시 관악구 미성길 122(신림동 1686)	 33 	1998.02.26	
	2824	신림푸르지오(아)	서울특별시 관악구 남부순환로 1430(신림동 1730)	 30 	2005.06.21	
	2825	신림초원(아)	서울특별시 관악구 미성5길 40(신림동1712)	 37 	2003.06.13.	
	2826	난곡	서울특별시 관악구 난곡로31길 38(신림동 712-7)	 48 	2010.4.11	
	2827	무궁화	서울특별시 관악구 난곡로26다길 17(신림동 646-7)	 36 	2019.12.10.	
	2828	법원	서울특별시 관악구 법원단지25길 15(신림동 610-47)	 78 	1985.05.04	
	2829	우림	서울특별시 관악구 난곡로24가길 19-4(신림동 638-62)	 49 	2004.03.12	
	2830	건영2차(아)	서울특별시 관악구 난곡로35길 28-7(신림동 721-2)	 25 	1987.12.30	
	2831	임광관악파크(아)	서울특별시 관악구 난곡로 167(신림동 1727)	 31 	2003.09.29	
	2832	국회단지	서울특별시 관악구 난향9길 59-1(신림동 675-330)	 44 	1988.05.16	
	2833	난향	서울특별시 관악구 난곡로9길 29-2(신림동 678-4, 679-6)	 66 	2003.05.22	
	2834	대우신림2차푸르지오(아)	서울특별시 관악구 난곡로 66, 102동(신림동 1736)	 26 	2006.09.29	
	2835	휴먼시아(아)1	서울특별시 관악구 난곡로 30, 107동(신림동 1735-1 107동)	 22 	2008.03.06.	
	2836	휴먼시아(아)2	서울특별시 관악구 난곡로 55, 216동(신림동 1735 216동)	 25 	2008.03.06.	
	2837	휴먼시아(아)3	서울특별시 관악구 난곡로 55, 220동(신림동 1735 220동)	 26 	2008.03.06.	
	2838	휴먼시아(아)4	서울특별시 관악구 난곡로 55, 204동(신림동 1735 204동)	 22 	2008.03.06.	
	2839	휴먼시아(아)5	서울특별시 관악구 난곡로 55, 227동(신림동 1735 227동)	 32 	2008.03.06.	
	2840	휴먼시아(아)제3단지	서울특별시 관악구 난곡로 63, 별동(신림동 1735-2 별동)	 32 	2008.04.24	
	2841	신림SH빌(아)	서울특별시 관악구 난곡로 80(신림동 1736-1)	 35 	2014	
	2842	서원	서울특별시 관악구 서원3길 10(신림동 409-26)	 57 	2010.6.	
	2843	신관	서울특별시 관악구 신림로48길 25(신림동 91-50)	 28 	1998.09.28	
	2844	신본	서울특별시 관악구 남부순환로200다길 7(신림동 1510-6)	 31 	2011.5.25	
	2845	성우(아)	서울특별시 관악구 남부순환로198길 7(신림동 10-622)	 33 	1998.10.26.	
	2846	신원	서울특별시 관악구 남부순환로170길 6 (신림동 1581-6) 	 41 	2000.12.22	
	2847	신일	서울특별시 관악구 문성로32길 18(신림동1630-30)	 61 	2007.11.08	
	2848	동부(아)	서울특별시 관악구 신원로 26(신림동 1695)	 27 	1993.07.19	
	2849	서광	서울특별시 관악구 참숯5길 38(신림동 1564-64, 1564-78)	 20 	"1992.03.31.(구)
2019.6.25.(신)"	
	2850	서림	서울특별시 관악구 서림3길 47(신림동103-141 )	 18 	2009.09.01	
	2851	행복	서울특별시 관악구 신림로36길 12-10(신림동 94-115)	 70 	2017.07.25.	
	2852	신림현대(아)	서울특별시 관악구 신림로29길 8, 104동 뒤편(신림동 1694)	 50 	1993.05.25	
	2853	삼광	서울특별시 관악구 약수암길 33(신림동 316-95)	 66 	1985.05.04	
	2854	원신	서울특별시 관악구 양지10길 15-1(신림동 368-8)	 62 	1994.12.27	
	2855	율곡	서울특별시 관악구 원신길 260(신림동 746-43)	 90 	1990.10.31	
	2856	돌샘	서울특별시 관악구 호암로18나길 5, 지하1층(신림동 306-12외1)	 57 	2017.12.28.	
	2857	국제산장(아)	서울특별시 관악구 호암로 417(신림동 1693)	 30 	1992.10.15.	
	2858	삼성산주공(아)	서울특별시 관악구 호암로 399(신림동 1714)	 60 	2000.08.03	
	2859	신림동벽산블루밍(아)	서울특별시 관악구 호암로 519(신림동 1733)	 38 	2005.09.29	
	2860	주공1단지(아)	서울특별시 관악구 광신길 160(신림동 1704-1)	 43 	1995.08.29	
	2861	주공2단지(아)	서울특별시 관악구 광신길 86(신림동 1713)	 46 	2000.08.03	
	2862	태흥(아)	서울특별시 관악구 호암로 541(신림동 1698)	 38 	1995.03.27	
	2863	대학	서울특별시 관악구 대학길 78(신림동 818-78)	 34 	1985.04.30	
	2864	신림금호(아)	서울특별시 관악구 대학18길 6(신림동 1705-1)	 29 	1997.05.03	
	2865	신림9현대(아)	서울특별시 관악구 대학20길 27(신림동 255-189)	 33 	1991.10.12	
	2866	건영3차(아)	서울특별시 관악구 신림로3길 40(신림동 1703-1)	 51 	1996.06.18	
	2867	서초구립 서초1동 경로당	효령로68길49-3	43	1993.05.	
	2868	아남아파트 경로당	사임당로23길53	33	1989.11.	
	2869	서초현대아파트 경로당	사임당로19길10	72	2001.11.	
	2870	서초삼성래미안 경로당	사임당로17길116	0	2002.01.	휴지/2016
	2871	서초자이아파트 경로당	효령로68길81	24	2007.08	
	2872	서초캐슬리버티아파트 경로당	사임당로10길39	37	2009.10.	
	2873	서초구립 서초2동 경로당	강남대로45길17-2	43	2000.10.	
	2874	우성5차아파트 경로당	서초대로74길30	46	1996.06.	
	2875	신동아아파트 경로당	사임당로130	40	1978.12.	
	2876	서초트라팰리스아파트 경로당	효령로72길57	20	2007.08.	
	2877	래미안 서초에스티지(아)경로당	서운로 107	42	2018.6.	
	2878	서초구립 예술의마을 경로당	남부순환로323길44-15	51	1990.01.	
	2879	서초구립 서초3동 경로당	반포대로1길53-3	38	1978.07.	
	2880	서초한빛삼성아파트 경로당	서초대로40길72	32	2000.06.	
	2881	서초한신플러스타운 경로당	남부순환로323길38-15	27	2002.10.	
	2882	서초2차e편한세상 경로당	효령로49길57	31	2005.05.	
	2883	서초5차e편한세상 경로당	명달로4길30	37	2017.02.	
	2884	서초구립 명달 경로당	서운로23길17	22	2000.01.	
	2885	서초구립 장안 경로당	서초대로55길13	32	1995.03.	
	2886	삼풍아파트 경로당	서초중앙로200	25	1989.08.	
	2887	유원아파트 경로당	서초중앙로24길43	0	1993.03.	휴지/2017
	2888	서초래미안아파트 경로당	서초대로65길13-10	24	2004.01.	
	2889	롯데캐슬클래식아파트경희회관 경로당 	서운로200	58	2007.03.	
	2890	래미안서초스위트아파트 경로당	서운로221	26	2009.08.	 
	2891	서초교대e편한세상아파트경로당	서초중앙로24길33	30	2012.09.	
	2892	서초롯데캐슬프레지던트(아) 경로당	서초중앙로24길57	36	2016.05.	
	2893	서초푸르지오써밋시니어클럽경로당	서운로201	70	2019.04.	
	2894	서초구립 잠원동 경로당	강남대로107길24	42	1992.10.	
	2895	서초구립 주흥경로당	신반포로47길51-6	52	2018.05.	
	2896	신반포10차아파트 경로당	나루터로4길39	25	1989.08.	
	2897	신반포16차아파트 경로당	잠원로 157	22	1989.11.	
	2898	한강아파트 경로당	잠원로213-10	23	1989.11.	
	2899	잠원한신아파트 경로당	잠원로150	0	1993.09.	휴지/2017
	2900	잠원훼미리아파트 경로당	잠원로202-11	25	1994.01.	
	2901	월드메르디앙아파트 경로당	신반포로45길71	28	2004.01.	
	2902	금호베스트빌아파트 경로당	나루터로46	28	2004.04.	
	2903	롯데캐슬갤럭시1차 경로당	잠원로14길23	25	2007.07.	
	2904	롯데캐슬갤럭시2차 경로당	잠원로14길23	44	2005.05.	
	2905	강변아파트 경로당	잠원로166-17	24	2010.07.	
	2906	신반포청구아파트 경로당	신반포로33길66	27	2013.01.	
	2907	래미안 신반포팰리스 경로당	잠원로8길 35	45	2017.01.	
	2908	서초구립 반포본동(AID아파트)경로당	신반포로32(1동206호)	42	2000.10.	
	2909	반포본동아파트 경로당	신반포로9	91	1989.08.	
	2910	서초구립 반포복지관 경로당	사평대로55길90	48	1989.08.	
	2911	서초구립 반포1동 경로당	주흥9길 14-13	31	2005.03.	
	2912	반포자이아파트 경로당	신반포로270	55	2009.04.	
	2913	반포리체 경로당	고무래로35	36	2011.10.	
	2914	반포래미안아이파크경로당	서초중앙로220	47	2019.04.	
	2915	반포써밋시니어클럽 경로당	고무래로89,105동 1층	34	2020.01.	
	2916	서초구립 반포2동 경로당	신반포로15길28	33	1992.09.	
	2917	래미안퍼스티지시니어클럽 경로당	반포대로275	25	2009.11.	
	2918	아크로리버파크 경로당	신반포로15길19	37	2017.04.	
	2919	반포힐스테이트 경로당	신반포로 16길 15-20	78	2018.04.	
	2920	서초구립 반포3동 경로당	신반포로23길48	42	1989.08.	
	2921	중앙하이츠아파트 경로당	잠원로3길20 B동	20	2003.08.	
	2922	잠원동아아파트 경로당	신반포로33길 15	23	2015.07.	
	2923	킴스빌리지아파트 경로당	잠원로3길 6	23	2018.11.	
	2924	신반포자이아파트경로당	잠원로60	37	2019.05.	
	2925	아크로리버뷰신반포아파트경로당	잠원로117	20	2019.05.	
	2926	서초구립 반포4동 경로당	사평대로26길9-14	52	1978.04.	
	2927	한신서래아파트 경로당	사평대로28길31	27	1989.05.	
	2928	현대동궁아파트 경로당	사평대로154	24	1995.07.	
	2929	궁전아파트 경로당	사평대로142	23	1989.08.	
	2930	미도1차(아) 경로당	서초중앙로29길28	22	1987.06.	
	2931	미도2차(아) 경로당	사평대로240	30	1989.08.	
	2932	엠브이아파트 경로당 	고무래로10길39	32	2013.05.	
	2933	서초구립 기녕당 	방배중앙로159-6	20	1993.11.	
	2934	방배삼호아파트 경로당	방배로270	60	1989.08.	
	2935	롯데캐슬헤론	서초구 동광로1길 112	20	2018.04.	
	2936	서초구립 방배1동제1 경로당	서초대로114-8	67	1989.08.	
	2937	방배브라운 경로당	방배로19길67	25	2013.06.	
	2938	소정회 경로당	효령로25길50 지하1	28	2015.05.	
	2939	방배서리풀이편한세상실버클럽 경로당	효령로33길 50	54	2015.11.	
	2940	서초구립 방배2동제2 경로당	방배천로16길5	23	1997.01.	
	2941	남태령 경로당	전원말안길2	58	1984.09.	
	2942	우성아파트 경로당	방배선행길1	24	1992.10.	
	2943	방배래미안아파트 경로당	방배선행길2	39	2005.08.	
	2944	롯데캐슬아르떼 경로당	방배천로18길11	52	2014.08.	
	2945	서초구립 방배3동제1 경로당	효령로14다길21	28	1993.06.	
	2946	서초구립 방배3동제2 경로당	효령로22,609~610호	27	1998.04.	
	2947	삼익아파트 경로당	효령로34길79	27	1981.12.	
	2948	신동아아파트 경로당	효령로164	0	1981.12.	휴지/2017
	2949	대우효령아파트 경로당	효령로84	31	1992.12.	
	2950	임광1.2차아파트 경로당	방배로14	21	1985.11.	
	2951	임광3차아파트 경로당	방배로2길24-5	22	1989.08.	
	2952	래미안방배아트힐 경로당	남부순환로2311-12	25	2005.05.	
	2953	방배래미안타워 경로당	남부순환로2183	25	2005.11.	
	2954	방배현대멤피스2차 경로당	방배로63	29	2005.11.	
	2955	서초구립 방배4동 경로당	방배중앙로19길4	29	1989.08.	
	2956	방배1차현대아파트 경로당	서초대로1길30	20	2000.05.	
	2957	방배2차현대홈타운 경로당	서초대로1길34	52	2002.08.	
	2958	방배롯데캐슬로제 경로당	방배로26길41	24	2010.03.	
	2959	보훈 경로당	방배로27길13	55	2017.03.	
	2960	서초구립 말죽거리 경로당	바우뫼로41길72-9	35	1972.04.	
	2961	서초구립 암산 경로당	바우뫼로7길84	33	1995.01.	
	2962	서초구립 송동마을 경로당	송동길27	30	1997.02.	
	2963	서초구립 우면동 경로당	바우뫼로4길6	26	1996.05.	
	2964	우면형촌 경로당	형촌10길3	32	1977.12.	
	2965	우성아파트 경로당	바우뫼로99	23	1991.07.	
	2966	한라아파트 경로당	바우뫼로33	23	1995.02.	
	2967	코오롱아파트 경로당	바우뫼로53	23	1995.03.	
	2968	동양고속아파트 경로당	바우뫼로7길29	20	1995.06.	
	2969	대림아파트 경로당	바우뫼로7길51	25	1995.06.	
	2970	서초구립 우면주공아파트 경로당	바우뫼로7길11	116	2007.08.	
	2971	식유촌 경로당		32	2017.04.	
	2972	서초네이처힐1단지아파트 경로당	형촌길35	23	2014.10.	
	2973	서초네이처힐2단지아파트 경로당	형촌길 15	20	2013.11.	
	2974	서초네이처힐3단지아파트 경로당	태봉로2길60	75	2013.07.	
	2975	서초네이처힐4단지아파트 경로당	태봉로2길65	25	2012.07.	
	2976	서초네이처힐5단지아파트 경로당	태봉로2길5	49	2012.09.	
	2977	서초네이처힐6단지아파트 경로당	태봉로2길30	24	2013.10.	
	2978	서초네이처힐7단지아파트  경로당	태봉로2길10	30	2012.08.	
	2979	서초힐스경로당	양재대로2길 90	45	2013.07.	
	2980	서초호반써밋 경로당	양재대로2길 109	49	2014.05.	
	2981	LH서초3단지아파트경로당	양재대로2길 34	44	2014.15.	
	2982	LH서초4단지아파트경로당	양재대로 2길 33	41	2014.04.	
	2983	LH서초5단지아파트경로당	양재대로2길 11	21	2014.04.	
	2984	양재리본타워1단지아파트 경로당	바우뫼로18길 20	44	2014.05.	
